sol,easting,northing,elevation,latitude,longitude
3022,8144675.481,-280594.646,-4077.1,-4.789763629,137.405601738
3025,8144704.949,-280576.629,-4079.46,-4.789456111,137.406098881
3026,8144723.78,-280581.399,-4079.47,-4.789537527,137.406416571
3027,8144765.609,-280599.706,-4077.33,-4.789849994,137.407122251
3028,8144796.78,-280591.853,-4078.68,-4.789715958,137.407648125
3032,8144824.532,-280585.707,-4080.67,-4.789611056,137.408116318
3036,8144872.624,-280593.793,-4081.48,-4.78974907,137.408927659
3038,8144912.311,-280596.678,-4081.89,-4.789798312,137.409597203
3040,8144931.35,-280598.766,-4081.89,-4.78983395,137.409918402
3042,8144963.68,-280601.519,-4082.35,-4.789880939,137.410463829
3045,8145034.692,-280623.539,-4080.72,-4.79025678,137.411661844
3047,8145084.536,-280657.448,-4076.49,-4.790835546,137.412502743
3049,8145087.931,-280682.142,-4073.71,-4.791257028,137.412560019
3052,8145086.979,-280688.547,-4072.91,-4.79136635,137.412543958
3072,8145086.171,-280692.369,-4072.46,-4.791431584,137.412530326
3074,8145101.144,-280693.416,-4071.58,-4.791449455,137.41278293
3076,8145073.971,-280687.054,-4073.98,-4.791340867,137.412324505
3079,8145062.424,-280690.728,-4073.5,-4.791403575,137.4121297
3081,8145053.796,-280704.162,-4072.35,-4.791632869,137.41198414
3083,8145051.999,-280723.752,-4069.22,-4.791967235,137.411953824
3086,8145076.188,-280712.743,-4066.51,-4.791779332,137.412361907
3088,8145077.344,-280708.838,-4066.48,-4.79171268,137.412381409
3109,8145047.802,-280722.587,-4069.79,-4.791947351,137.411883018
3110,8145047.628,-280722.477,-4069.98,-4.791945473,137.411880083
3113,8145048.798,-280724.474,-4069.45,-4.791979559,137.411899821
3117,8145050.983,-280739.487,-4066.36,-4.792235803,137.411936683
3120,8145045.114,-280775.031,-4064.32,-4.792842475,137.41183767
3136,8145005.562,-280822.357,-4062.6,-4.793650244,137.411170404
3138,8144963.545,-280843.612,-4065.48,-4.794013029,137.410461551
3140,8144904.388,-280874.406,-4067.16,-4.794538627,137.409463537
3143,8144859.541,-280906.878,-4064.18,-4.795092865,137.408706941
3145,8144831.367,-280947.184,-4060.02,-4.795780815,137.408231629
3147,8144803.147,-280972.667,-4058.01,-4.796215764,137.40775554
3149,8144745.584,-280975.452,-4056.57,-4.796263299,137.406784418
3151,8144715.965,-280989.725,-4054.15,-4.796506913,137.406284727
3154,8144675.659,-281018.367,-4049.66,-4.79699578,137.40560474
3156,8144641.506,-281046.678,-4046.31,-4.797478998,137.405028559
3158,8144602.649,-281057.315,-4045.05,-4.797660552,137.404373018
3161,8144552.21,-281069.061,-4042.78,-4.797861035,137.403522081
3163,8144550.694,-281075.757,-4041.23,-4.797975323,137.403496505
3165,8144551.005,-281076.192,-4041.25,-4.797982748,137.403501752
3183,8144550.895,-281072.469,-4041.83,-4.797919203,137.403499896
3185,8144524.545,-281074.017,-4042.61,-4.797945625,137.403055356
3188,8144498.911,-281088.373,-4040.37,-4.798190656,137.402622895
3190,8144469.89,-281106.103,-4037.32,-4.798493275,137.402133293
3192,8144444.86,-281105.747,-4038.13,-4.798487198,137.401711022
3195,8144422.298,-281103.125,-4038.53,-4.798442445,137.401330387
3197,8144388.399,-281115.774,-4036.5,-4.798658341,137.400758491
3199,8144376.55,-281122.386,-4036,-4.798771196,137.400558591
3202,8144354.73,-281135.33,-4035.19,-4.798992126,137.400190474
3203,8144339.055,-281155.29,-4032.86,-4.799332807,137.399926027
3204,8144310.456,-281170.248,-4030.93,-4.799588113,137.399443545
3206,8144305.041,-281167.439,-4031.31,-4.799540169,137.399352191
3209,8144286.616,-281168.002,-4030.89,-4.799549778,137.39904135
3210,8144263.114,-281181.779,-4028.63,-4.799784926,137.398644857
3211,8144245.903,-281187.718,-4026.99,-4.799886294,137.398354497
3212,8144223.015,-281208.506,-4024.33,-4.800241108,137.397968362
3216,8144204.983,-281234.333,-4020.64,-4.800681928,137.397664152
3217,8144164.375,-281218.25,-4017.98,-4.80040742,137.39697907
3219,8144135.233,-281208.614,-4015.58,-4.800242951,137.396487427
3222,8144129.776,-281201.578,-4015.23,-4.800122859,137.396395364
3247,8144125.1,-281208.465,-4014.48,-4.800240408,137.396316477
3274,8144112.563,-281221.399,-4011.28,-4.800461168,137.39610497
3277,8144109.55,-281239.96,-4009.05,-4.80077797,137.396054139
3278,8144100.942,-281260.161,-4007.21,-4.801122765,137.395908917
3279,8144085.369,-281284.117,-4004.55,-4.80153165,137.395646191
3280,8144071.511,-281310.76,-4000.96,-4.801986398,137.395412398
3284,8144055.678,-281350.808,-3994.56,-4.802669944,137.395145286
3285,8144046.823,-281356.41,-3992,-4.80276556,137.394995897
3286,8144048.56,-281362.367,-3991.11,-4.802867235,137.395025201
3312,8144022.38,-281346.098,-3990.42,-4.802589553,137.394583529
3313,8144017.151,-281342.458,-3989.54,-4.802527425,137.394495312
3318,8144023.229,-281385.705,-3984.09,-4.803265573,137.394597852
3319,8144023.673,-281405.775,-3980.14,-4.803608131,137.394605342
3322,8144007.35,-281417.113,-3976.57,-4.80380165,137.394329963
3324,8144006.276,-281415.888,-3975.44,-4.803780741,137.394311844
3326,8144012.931,-281430.835,-3974.37,-4.804035859,137.394424118
3329,8144028.9,-281448.681,-3975.19,-4.804340458,137.394693525
3331,8144024.179,-281490.238,-3973.11,-4.805049761,137.394613879
3333,8144009.343,-281545.343,-3968.71,-4.805990302,137.394363587
3345,8143997.965,-281568.865,-3964.65,-4.80639178,137.394171633
3347,8143993.7,-281580.95,-3962.17,-4.806598049,137.39409968
3349,8143987.056,-281619.429,-3956.43,-4.807254815,137.393987591
3351,8143986.873,-281620.29,-3956.02,-4.807269511,137.393984504
3353,8143963.6,-281625.134,-3954.79,-4.807352189,137.393591874
3354,8143963.043,-281626.085,-3954.7,-4.807368421,137.393582478
3356,8143982.382,-281639.11,-3952.22,-4.807590734,137.393908738
3359,8143979.637,-281639.145,-3951.99,-4.807591331,137.393862428
3361,8143979.69,-281638.964,-3951.97,-4.807588242,137.393863323
3363,8143970.663,-281627.57,-3954.62,-4.807393767,137.393711032
3365,8143969.053,-281628.846,-3954.12,-4.807415546,137.39368387
3367,8143969.058,-281628.594,-3954.1,-4.807411245,137.393683954
3369,8143969.218,-281624.903,-3955.08,-4.807348246,137.393686654
3372,8143965.428,-281625.556,-3954.88,-4.807359392,137.393622714
3376,8143956.553,-281622.849,-3954.92,-4.807313188,137.393472987
3379,8143993.135,-281586.337,-3961.45,-4.806689995,137.394090148
3381,8143968.555,-281544.993,-3965.05,-4.805984329,137.393675468
3383,8143953.19,-281527.607,-3964.62,-4.805687581,137.393416251
3386,8143935.853,-281526.301,-3962.22,-4.80566529,137.393123766
3387,8143930.602,-281515.31,-3962.37,-4.805477694,137.393035178
3390,8143904.048,-281505.894,-3964.45,-4.80531698,137.392587196
3393,8143899.37,-281503.054,-3964.72,-4.805268506,137.392508276
3397,8143885.369,-281504.863,-3966.38,-4.805299383,137.39227207
3400,8143872.836,-281498.392,-3968.21,-4.805188934,137.392060631
3401,8143871.395,-281497.818,-3968.41,-4.805179137,137.39203632
3403,8143867.865,-281495.77,-3969.01,-4.805144182,137.391976767
3406,8143864.611,-281493.195,-3969.74,-4.805100231,137.39192187
3413,8143847.764,-281470.621,-3975.22,-4.804714934,137.391637651
3415,8143833.124,-281472.105,-3975.6,-4.804740263,137.391390665
3417,8143819.44,-281477.814,-3976.12,-4.804837705,137.391159808
3420,8143807.259,-281476.176,-3977.51,-4.804809748,137.390954307
3424,8143814.519,-281478.825,-3976.18,-4.804854961,137.391076788
3435,8143833.699,-281472.214,-3975.51,-4.804742124,137.391400366
3436,8143865.828,-281494.658,-3969.3,-4.805125202,137.391942402
3437,8143865.808,-281494.231,-3969.38,-4.805117914,137.391942064
3440,8143867.527,-281500.705,-3968.22,-4.805228413,137.391971065
3444,8143882.098,-281502.338,-3967,-4.805256285,137.392216886
3447,8143882.766,-281503.078,-3967.15,-4.805268916,137.392228156
3449,8143893.599,-281511.974,-3964.35,-4.805420754,137.392410915
3454,8143928.391,-281516.26,-3962.3,-4.805493909,137.392997877
3456,8143934.596,-281523.107,-3961.97,-4.805610774,137.393102559
3458,8143939.74,-281543.11,-3960,-4.805952189,137.393189342
3461,8143964.598,-281568.876,-3961.43,-4.806391968,137.393608711
3462,8143995.597,-281585.112,-3961.43,-4.806669087,137.394131683
3463,8144028.023,-281622.198,-3955.68,-4.807302077,137.394678729
3465,8144041.194,-281645.33,-3951.17,-4.807696898,137.394900932
3467,8144046.364,-281655.856,-3948.22,-4.807876558,137.394988153
3469,8144065.485,-281690.364,-3943.66,-4.808465546,137.395310736
3472,8144081.28,-281714.018,-3938.19,-4.808869277,137.395577207
3474,8144077.49,-281720.697,-3937.08,-4.808983275,137.395513268
3476,8144068.737,-281725.723,-3935.35,-4.80906906,137.395365599
3478,8144061.278,-281756.181,-3930.39,-4.809588922,137.395239761
3481,8144075.052,-281768.869,-3927.48,-4.809805483,137.395472137
3483,8144090.291,-281787.81,-3924.81,-4.810128771,137.395729228
3485,8144097.526,-281825.831,-3920.18,-4.81077772,137.395851287
3489,8144121.422,-281829.901,-3919.5,-4.810847188,137.396254427
3492,8144129.509,-281848.51,-3916.3,-4.811164809,137.39639086
3495,8144135.972,-281880.055,-3912.76,-4.811703225,137.396499894
3504,8144135.972,-281880.055,-3912.76,-4.811703225,137.396499894
3506,8144150.13,-281881.365,-3910.9,-4.811725584,137.396738748
3509,8144155.236,-281887.732,-3909.96,-4.811834257,137.39682489
3530,8144152.627,-281910.951,-3909.06,-4.812230563,137.396780874
3531,8144167.036,-281954.963,-3903.44,-4.812981767,137.397023963
3533,8144171.198,-281964.797,-3901.99,-4.813149616,137.397094178
3536,8144151.154,-281984.643,-3898.94,-4.813488351,137.396756024
3537,8144157.044,-281990.807,-3897.65,-4.813593559,137.396855392
3540,8144167.166,-282000.351,-3895.35,-4.813756457,137.397026156
3543,8144179.997,-282008.804,-3892.96,-4.813900735,137.397242623
3544,8144184.698,-281985.481,-3897.49,-4.813502654,137.397321931
3545,8144200.906,-281990.038,-3897.15,-4.813580433,137.39759537
3546,8144214.643,-282008.929,-3893.81,-4.813902868,137.397827122
3549,8144215.403,-282014.057,-3892.31,-4.813990394,137.397839943
3551,8144227.475,-282027.921,-3891.17,-4.814227027,137.398043605
3553,8144240.008,-282045.111,-3889.56,-4.814520428,137.398255045
3556,8144239.092,-282049.327,-3888.41,-4.814592388,137.398239591
3558,8144249.831,-282052.767,-3887.26,-4.814651102,137.398420765
3560,8144262.354,-282050.668,-3887.24,-4.814615276,137.398632035
3563,8144263.519,-282065.889,-3887.44,-4.814875071,137.398651689
3564,8144275.833,-282090.979,-3889.6,-4.815303311,137.398859434
3565,8144277.616,-282094.007,-3888.48,-4.815354994,137.398889514
3567,8144274.562,-282098.084,-3888.82,-4.81542458,137.398837992
3570,8144295.299,-282105.754,-3887.99,-4.815555493,137.399187837
3571,8144307.874,-282122.304,-3886,-4.815837971,137.399399985
3572,8144313.747,-282128.08,-3885.31,-4.815936557,137.399499066
3574,8144329.245,-282153.99,-3883.86,-4.816378793,137.399760527
3576,8144332.838,-282164.68,-3882.53,-4.816561252,137.399821143
3579,8144330.446,-282169.57,-3882.08,-4.816644715,137.399780788
3580,8144320.276,-282173.886,-3881.35,-4.816718382,137.399609214
3592,8144320.607,-282173.741,-3881.32,-4.816715907,137.399614799
3594,8144315.182,-282176.914,-3880.8,-4.816770064,137.399523275
3597,8144307.677,-282185.728,-3879.93,-4.816920503,137.399396662
3601,8144299.847,-282193.578,-3879.77,-4.817054488,137.399264565
3603,8144300.018,-282193.439,-3879.81,-4.817052115,137.39926745
3606,8144300.248,-282193.834,-3879.79,-4.817058857,137.39927133
3608,8144300.586,-282193.618,-3879.79,-4.817055171,137.399277032
3626,8144283.722,-282194.014,-3879.57,-4.81706193,137.398992526
3628,8144265.095,-282198.978,-3879.39,-4.817146656,137.398678277
3631,8144217.76,-282231.555,-3873.7,-4.817702685,137.397879707
3633,8144196.787,-282234.678,-3869.78,-4.817755989,137.39752588
3635,8144156.257,-282230.839,-3863.05,-4.817690465,137.396842115
3638,8144141.816,-282224.236,-3860.26,-4.817577764,137.396598486
3639,8144136.121,-282215.112,-3860.13,-4.817422034,137.396502408
3640,8144136.581,-282215.352,-3860.25,-4.81742613,137.396510169
3642,8144134.248,-282216.641,-3859.66,-4.817448131,137.396470809
3645,8144127.994,-282217.009,-3859.06,-4.817454412,137.396365301
3646,8144075.725,-282208.951,-3855.31,-4.817316877,137.395483491
3648,8144072.484,-282198.508,-3854.57,-4.817138634,137.395428813
3651,8144029.951,-282192.778,-3851.1,-4.817040833,137.394711256
3653,8144028.274,-282187.34,-3852.69,-4.816948017,137.394682964
3655,8144027.753,-282187.1,-3852.37,-4.81694392,137.394674174
3658,8144062.217,-282192.898,-3855.12,-4.817042881,137.395255603
3665,8144106.445,-282208.827,-3859.37,-4.81731476,137.396001756
3667,8144124.722,-282216.677,-3858.77,-4.817448745,137.3963101
3672,8144134.131,-282227.326,-3859.47,-4.817630504,137.396468836
3687,8144136.026,-282212.233,-3860.02,-4.817372894,137.396500805
3690,8144140.427,-282217.252,-3861.2,-4.81745856,137.396575053
3700,8144151.526,-282238.365,-3861.23,-4.81781892,137.3967623
3703,8144176.784,-282266.168,-3862.87,-4.818293466,137.397188417
3706,8144210.348,-282320.819,-3861.86,-4.819226258,137.397754662
3708,8144207.745,-282343.873,-3858.95,-4.819619747,137.397710748
3714,8144212.275,-282358.231,-3857.89,-4.819864812,137.397787172
3715,8144209.517,-282357.533,-3857.89,-4.819852898,137.397740643
3721,8144219.056,-282380.168,-3857.36,-4.820239236,137.397901572
3724,8144225.436,-282405.511,-3856.72,-4.820671795,137.398009206
3727,8144230.246,-282409.344,-3856.53,-4.820737217,137.398090354
3728,8144228.338,-282434.027,-3855.44,-4.82115851,137.398058165
3730,8144231.921,-282442.827,-3855.2,-4.82130871,137.398118612
3733,8144201.829,-282359.517,-3857.84,-4.819886762,137.397610942
3735,8144209.771,-282359.649,-3857.87,-4.819889015,137.397744928
3744,8144230.683,-282452.357,-3855.01,-4.82147137,137.398097726
3748,8144237.68,-282476.863,-3853.6,-4.821889642,137.39821577
3749,8144237.308,-282485.408,-3853.15,-4.822035489,137.398209494
3771,8144238.631,-282488.513,-3852.73,-4.822088486,137.398231814
3774,8144229.862,-282496.905,-3850.37,-4.822231722,137.398083875
3776,8144226.997,-282510.146,-3848.23,-4.822457721,137.398035541
3778,8144224.611,-282519.419,-3846.67,-4.822615994,137.397995288
3781,8144213.602,-282537.09,-3843.54,-4.822917606,137.397809559
3783,8144219.378,-282552.179,-3841.25,-4.823175147,137.397907004
3796,8144235.537,-282565.181,-3838.35,-4.823397067,137.398179616
3797,8144237.321,-282568.156,-3837.57,-4.823447845,137.398209713
3799,8144242.199,-282577.251,-3835.01,-4.82360308,137.398292008
3801,8144245.072,-282580.205,-3833.65,-4.823653499,137.398340477
3803,8144243.452,-282578.004,-3834.69,-4.823615932,137.398313147
3805,8144245.716,-282583.782,-3832.58,-4.823714552,137.398351342
3808,8144242.92,-282596.326,-3831.42,-4.823928655,137.398304172
3810,8144253.7,-282610.763,-3829.48,-4.824175068,137.398486037
3812,8144260.117,-282624.517,-3826.9,-4.824409823,137.398594296
3815,8144260.942,-282626.188,-3826.1,-4.824438344,137.398608214
3839,8144245.237,-282648.067,-3820.91,-4.824811778,137.398343261
3843,8144247.939,-282650.899,-3820.13,-4.824860116,137.398388845
3846,8144250.415,-282654.332,-3819.68,-4.82491871,137.398430617
3849,8144250.698,-282653.886,-3819.56,-4.824911098,137.398435391
3851,8144251.03,-282652.771,-3820.1,-4.824892067,137.398440992
3853,8144254.343,-282654.212,-3819.97,-4.824916662,137.398496885
3856,8144254.339,-282654.02,-3819.96,-4.824913385,137.398496817
3857,8144259.764,-282647.366,-3821.93,-4.824799814,137.39858834
3858,8144276.882,-282644.65,-3822.93,-4.824753457,137.398877131
3860,8144296.612,-282651.778,-3822.29,-4.824875118,137.399209988
3864,8144333.301,-282659.21,-3821.19,-4.825001969,137.399828954
3865,8144348.646,-282662.923,-3819.12,-4.825065343,137.400087833
3867,8144360.196,-282650.242,-3822.33,-4.824848902,137.400282689
3870,8144386.188,-282655.365,-3819.49,-4.824936342,137.40072119
3871,8144423.599,-282676.439,-3813.06,-4.825296036,137.401352336
3873,8144427.723,-282686.687,-3812.05,-4.825470951,137.40142191
3878,8144434.903,-282696.66,-3811.17,-4.825641171,137.401543041
3880,8144398.334,-282718.642,-3808.08,-4.826016363,137.4009261
3885,8144396.372,-282718.608,-3807.99,-4.826015783,137.400893
3887,8144383.375,-282714.023,-3808.24,-4.825937526,137.400673733
3890,8144356.838,-282708.804,-3809.04,-4.825848447,137.400226037
3892,8144332.872,-282723.147,-3806.55,-4.826093256,137.399821716
3894,8144313.402,-282724.946,-3805.64,-4.826123961,137.399493246
3897,8144293.255,-282734.841,-3803.18,-4.82629285,137.399153354
3898,8144282.586,-282742.664,-3800.88,-4.826426375,137.398973361
3899,8144290.942,-282762.462,-3798.4,-4.82676429,137.399114332
3901,8144313.907,-282779.863,-3797.46,-4.827061293,137.399501765
3904,8144322.857,-282793.954,-3796.03,-4.8273018,137.399652757
3905,8144351.75,-282810.693,-3795.87,-4.827587504,137.4001402
3906,8144364.588,-282812.497,-3796.82,-4.827618295,137.400356785
3908,8144375.412,-282828.667,-3795.17,-4.827894287,137.400539392
3910,8144384.32,-282842.199,-3794,-4.828125253,137.400689675
3912,8144390.193,-282866.28,-3790.11,-4.828536271,137.400788756
3914,8144409.634,-282895.288,-3785.94,-4.829031384,137.401116738
3917,8144392.025,-282915.169,-3779.13,-4.829370716,137.400819663
3919,8144380.736,-282935.195,-3771.88,-4.829712523,137.400629211
3921,8144384.113,-282936.604,-3772.43,-4.829736572,137.400686183
3924,8144382.95,-282938.188,-3771.69,-4.829763608,137.400666563
3928,8144380.63,-282937.754,-3771.06,-4.8297562,137.400627423
3931,8144432.505,-282950.238,-3777.83,-4.829969279,137.401502585
3934,8144453.509,-282963.053,-3778.24,-4.830188007,137.401856936
3938,8144475.395,-282982.639,-3777.65,-4.830522304,137.402226166
3940,8144485.628,-283004.035,-3775.2,-4.830887494,137.402398803
3941,8144499.264,-283019.536,-3774.39,-4.831152068,137.40262885
3944,8144519.79,-283033.679,-3773.52,-4.831393462,137.402975136
3946,8144539.617,-283049.662,-3772.55,-4.831666263,137.40330963
3948,8144563.244,-283068.718,-3771.13,-4.831991513,137.403708231
3951,8144586.085,-283080.044,-3770.68,-4.832184827,137.404093573
3955,8144590.823,-283082.331,-3770.38,-4.832223862,137.404173506
3958,8144612.661,-283100.041,-3768.32,-4.832526139,137.404541926
3960,8144616.302,-283106.617,-3767.07,-4.832638379,137.404603352
3967,8144614.81,-283118.325,-3765.27,-4.832838213,137.404578181
3972,8144613.218,-283124.052,-3764.33,-4.832935962,137.404551323
3974,8144613.28,-283124.1,-3764.33,-4.832936781,137.404552369
4028,8144617.59,-283127.043,-3763.95,-4.832987013,137.404625081
4030,8144632.55,-283134.107,-3763.33,-4.833107582,137.404877466
4035,8144641.823,-283149.767,-3761.6,-4.833374869,137.405033907
4037,8144645.76,-283158.501,-3760.83,-4.833523942,137.405100326
4040,8144651.875,-283163.119,-3760.25,-4.833602763,137.40520349
4042,8144651.875,-283163.119,-3760.25,-4.833602763,137.40520349
4044,8144655.032,-283167.066,-3759.96,-4.833670131,137.405256751
4054,8144655.524,-283168.382,-3759.8,-4.833692593,137.405265051
4057,8144657.261,-283171.614,-3759.45,-4.833747757,137.405294355
4060,8144657.136,-283171.506,-3759.59,-4.833745914,137.405292246
4062,8144654.857,-283184.182,-3758.14,-4.833962269,137.405253798
4064,8144654.916,-283184.41,-3758.14,-4.833966161,137.405254794
4068,8144683.172,-283189.57,-3758.14,-4.834054233,137.405731489
4071,8144690.278,-283186.544,-3757.96,-4.834002584,137.405851372
4074,8144701.132,-283203.976,-3755.65,-4.834300116,137.406034485
4076,8144699.816,-283221.922,-3753.91,-4.834606421,137.406012284
4078,8144693.931,-283254.401,-3749.53,-4.835160777,137.405913
4080,8144689.377,-283288.774,-3743.13,-4.835747461,137.405836171
4083,8144697.16,-283297.946,-3740.54,-4.83590401,137.405967475
4084,8144703.162,-283305.541,-3738.48,-4.836033642,137.406068733
4088,8144709.071,-283317.444,-3737.1,-4.836236804,137.406168421
4089,8144709.091,-283317.486,-3737.1,-4.836237521,137.406168759
4094,8144719.822,-283319.202,-3736.2,-4.83626681,137.406349797
4096,8144737.101,-283323.742,-3735.13,-4.836344299,137.406641304
4098,8144757.001,-283332.478,-3733.53,-4.836493407,137.406977029
4102,8144779.34,-283340.033,-3730.01,-4.836622357,137.407353902
4128,8144782.605,-283344.868,-3728.7,-4.836704881,137.407408984
4130,8144781.297,-283356.897,-3727.75,-4.836910194,137.407386917
4132,8144783.561,-283373.013,-3726.25,-4.837185264,137.407425113
4135,8144788.677,-283392.793,-3724.29,-4.837522872,137.407511423
4137,8144783.6,-283418.067,-3722.68,-4.837954252,137.40742577
4139,8144783.58,-283432.467,-3720.87,-4.838200033,137.407425433
4142,8144782.229,-283435.432,-3720.29,-4.83825064,137.407402641
4144,8144785.494,-283455.548,-3718.11,-4.838593983,137.407457723
4146,8144785.12,-283464.97,-3717.27,-4.838754799,137.407451414
4148,8144790.667,-283479.069,-3715.82,-4.838995442,137.407544995
4151,8144788.88,-283495.32,-3714.78,-4.839272817,137.407514847
4152,8144785.603,-283502.077,-3714.23,-4.839388146,137.407459562
4155,8144778.401,-283516.857,-3712.93,-4.839640413,137.40733806
4158,8144792.925,-283526.576,-3710.85,-4.839806298,137.407583089
4159,8144799.021,-283537.078,-3708.95,-4.839985548,137.407685932
4162,8144809.67,-283542.746,-3707.07,-4.84008229,137.407865587
4164,8144821.249,-283549.785,-3705.37,-4.840202433,137.408060932
4166,8144840.555,-283564.668,-3701.85,-4.840456458,137.408386636
4169,8144842.526,-283567.391,-3701.16,-4.840502934,137.408419888
4171,8144842.594,-283567.223,-3701.16,-4.840500067,137.408421035
4176,8144870.286,-283581.192,-3699.01,-4.840738492,137.408888216
4178,8144883.579,-283609.25,-3692.59,-4.84121739,137.409112477
4180,8144862.931,-283608.727,-3692.7,-4.841208463,137.408764132
4183,8144843.635,-283621.17,-3690.29,-4.841420842,137.40843859700001
4185,8144854.85,-283633.706,-3689.92,-4.841634808,137.408627801
4187,8144863.583,-283637.158,-3689.9,-4.841693727,137.408775132
4190,8144879.496,-283658.361,-3687.46,-4.842055623,137.409043594
4191,8144900.549,-283664.735,-3685.06,-4.842164415,137.409398771
4193,8144902.639,-283673.725,-3683.34,-4.842317858,137.40943403
4197,8144872.823,-283678.737,-3686.78,-4.842403403,137.408931016
4200,8144868.849,-283671.322,-3688.38,-4.842276843,137.408863973
4210,8144868.588,-283672.047,-3688.18,-4.842289217,137.408859569
4237,8144863.48,-283680.731,-3686.78,-4.842437437,137.408773394
4241,8144861.939,-283683.09,-3686.66,-4.842477701,137.408747397
4244,8144863.693,-283702.704,-3682.82,-4.842812475,137.408776988
4246,8144862.439,-283725.395,-3679.52,-4.843199768,137.408755832
4251,8144869.664,-283752.555,-3676.86,-4.843663339,137.408877722
4253,8144874.641,-283767.626,-3675.1,-4.843920572,137.408961687
4255,8144884.518,-283766.869,-3673.38,-4.843907652,137.409128318
4282,8144883.243,-283765.92,-3673.48,-4.843891454,137.409106808
4287,8144869.391,-283752.508,-3676.89,-4.843662536,137.408873117
4289,8144862.115,-283726.774,-3679.04,-4.843223305,137.408750366
4293,8144857.546,-283722.6,-3680.93,-4.843152063,137.408673284
4294,8144858.367,-283722.251,-3680.95,-4.843146106,137.408687135
4296,8144856.756,-283772.494,-3679.8,-4.84400366,137.408659956
4298,8144849.792,-283785.105,-3679.66,-4.844218906,137.40854247
4301,8144842.355,-283781.37,-3680.07,-4.844155157,137.408417003
4302,8144832.781,-283772.955,-3680.74,-4.844011528,137.408255484
4306,8144824.773,-283748.368,-3685.05,-4.843591874,137.408120384
4307,8144795.669,-283736.176,-3689,-4.84338378,137.407629382
4309,8144796.27,-283735.616,-3689.07,-4.843374221,137.407639521
4312,8144790.029,-283736.828,-3689.65,-4.843394908,137.407534232
4314,8144828.752,-283739.308,-3685.31,-4.843437237,137.408187512
4316,8144828.478,-283739.315,-3685.34,-4.843437356,137.408182889
4319,8144778.774,-283739.369,-3690.53,-4.843438278,137.407344353
4321,8144770.136,-283736.637,-3690.7,-4.843391648,137.407198625
4323,8144759.679,-283724.352,-3692.15,-4.843181966,137.407022209
4326,8144759.378,-283699.828,-3694.32,-4.842763387,137.407017131
4328,8144755.056,-283675.328,-3697.14,-4.842345218,137.406944216
4329,8144744.878,-283640.861,-3701.16,-4.84175693,137.406772507
4332,8144704.943,-283613.777,-3706.31,-4.841294657,137.406098779
4334,8144692.176,-283574.724,-3711.63,-4.840628095,137.405883392
4336,8144667.633,-283566.436,-3712.78,-4.840486634,137.405469337
4339,8144650.78,-283549.916,-3714.63,-4.840204669,137.405185017
4342,8144634.119,-283524.475,-3718.33,-4.839770438,137.404903936
4343,8144626.805,-283507.708,-3720.06,-4.839484257,137.404780544
4346,8144619.788,-283488.475,-3721.93,-4.839155985,137.404662163
4350,8144618.974,-283487.227,-3722.03,-4.839134684,137.40464843
4353,8144611.541,-283469.616,-3723.72,-4.838834097,137.404523031
4355,8144611.006,-283460.566,-3724.82,-4.838679631,137.404514005
4357,8144591.802,-283465.621,-3724.48,-4.83876591,137.404190022
4360,8144569.053,-283468.804,-3724.69,-4.838820238,137.403806233
4362,8144555.053,-283480.231,-3723.77,-4.839015276,137.403570044
4367,8144539.104,-283492.943,-3722.47,-4.839232246,137.403300975
4369,8144510.14,-283496.955,-3722.44,-4.839300723,137.402812335
4371,8144489.048,-283509.279,-3721.69,-4.839511071,137.4024565
4374,8144458.215,-283529.356,-3720.1,-4.839853748,137.401936329
4380,8144410.626,-283537.052,-3720.31,-4.839985104,137.401133473
4382,8144361.673,-283529.311,-3722.46,-4.83985298,137.400307607
4384,8144319.319,-283527.282,-3724.48,-4.839818349,137.399593069
4387,8144302.368,-283530.254,-3724.83,-4.839869075,137.399307096
4389,8144282.718,-283533.832,-3724.64,-4.839930145,137.398975588
4391,8144264.785,-283522.267,-3727.89,-4.839732752,137.398673048
4394,8144235.339,-283523.374,-3730.87,-4.839751646,137.398176276
4396,8144221.478,-283525.78,-3731.47,-4.839792712,137.397942432
4398,8144200.3,-283535.05,-3733.33,-4.839950934,137.397585147
4414,8144164.221,-283543.709,-3734.71,-4.840098727,137.396976472
4417,8144158.417,-283566.369,-3733.77,-4.840485491,137.396878555
4425,8144146.072,-283602.166,-3728.37,-4.841096479,137.396670287
4429,8144113.964,-283620.398,-3727.07,-4.841407665,137.396128606
4432,8144096.025,-283599.053,-3730.84,-4.841043346,137.395825964
4435,8144075.243,-283626.696,-3728.53,-4.84151516,137.395475359
4437,8144058.69,-283646.566,-3726.47,-4.841854304,137.3951961
4439,8144035.5,-283666.946,-3723.95,-4.842202153,137.394804871
4442,8144022.912,-283683.985,-3722.06,-4.842492977,137.394592504
4444,8144018.979,-283684.585,-3722.13,-4.842503218,137.394526152
4446,8143984.84,-283694.352,-3722.58,-4.842669922,137.393950206
4449,8143969.213,-283724.535,-3720.69,-4.843185089,137.393686569
4450,8143935.876,-283743.482,-3720.9,-4.843508479,137.393124154
4452,8143906.023,-283761.379,-3721.14,-4.843813948,137.392620516
4456,8143883.407,-283789.805,-3720.06,-4.844299127,137.39223897
4459,8143857.582,-283817.826,-3719.03,-4.844777393,137.391803287
4462,8143838.73,-283860.664,-3716.68,-4.845508557,137.391485242
